ETF类型,合约月份,行权价,贴水价值,年化贴水率,剩余天数,记录日期
科创板50ETF,2603,0.9,-0.0128,-0.017,210,2025-08-27
科创板50ETF,2603,0.95,-0.0124,-0.0165,210,2025-08-27
科创板50ETF,2603,0.85,-0.0135,-0.018,210,2025-08-27
科创板50ETF,2509,1.5,-0.0067,-0.0669,28,2025-08-27
科创板50ETF,2509,1.45,-0.0098,-0.0979,28,2025-08-27
科创板50ETF,2512,1.15,-0.0148,-0.0348,119,2025-08-27
科创板50ETF,2509,1.35,-0.0078,-0.0779,28,2025-08-27
科创板50ETF,2508,1.2,-0.002,-0.5594,0,2025-08-27
科创板50ETF,2508,1.1,-0.0033,-0.923,0,2025-08-27
科创板50ETF,2508,1.15,-0.0251,-7.0203,0,2025-08-27
科创板50ETF,2508,0.95,-0.0029,-0.8111,0,2025-08-27
300ETF,2509,4.8,0.0053,0.0154,28,2025-08-27
500ETF,2603,6.5,-0.2455,-0.0614,210,2025-08-27
科创板50ETF,2508,0.8,-0.0021,-0.5874,0,2025-08-27
500ETF,2603,8.0,-0.2397,-0.0599,210,2025-08-27
500ETF,2603,7.75,-0.2407,-0.0602,210,2025-08-27
500ETF,2603,7.5,-0.2477,-0.0619,210,2025-08-27
500ETF,2603,7.25,-0.2427,-0.0607,210,2025-08-27
500ETF,2603,7.0,-0.2588,-0.0647,210,2025-08-27
500ETF,2603,6.75,-0.2447,-0.0612,210,2025-08-27
500ETF,2603,5.75,-0.2648,-0.0662,210,2025-08-27
科创板50ETF,2508,0.9,-0.0027,-0.7552,0,2025-08-27
科创板50ETF,2508,1.25,-0.002,-0.5594,0,2025-08-27
科创板50ETF,2508,1.4,-0.0025,-0.6992,0,2025-08-27
科创板50ETF,2508,1.45,-0.0017,-0.4755,0,2025-08-27
科创板50ETF,2509,1.05,-0.0029,-0.029,28,2025-08-27
科创板50ETF,2509,1.3,-0.0105,-0.1049,28,2025-08-27
科创板50ETF,2509,1.25,-0.0107,-0.1069,28,2025-08-27
科创板50ETF,2508,0.85,-0.002,-0.5594,0,2025-08-27
科创板50ETF,2509,1.2,-0.0084,-0.0839,28,2025-08-27
科创板50ETF,2509,1.15,-0.0066,-0.0659,28,2025-08-27
科创板50ETF,2509,1.1,-0.0082,-0.0819,28,2025-08-27
科创板50ETF,2509,1.0,-0.008,-0.0799,28,2025-08-27
科创板50ETF,2508,1.5,-0.0072,-2.0138,0,2025-08-27
科创板50ETF,2509,0.95,-0.007,-0.0699,28,2025-08-27
科创板50ETF,2509,0.9,-0.0074,-0.0739,28,2025-08-27
科创板50ETF,2509,0.85,-0.0074,-0.0739,28,2025-08-27
科创板50ETF,2509,0.75,-0.0067,-0.0669,28,2025-08-27
科创板50ETF,2509,0.8,-0.0076,-0.0759,28,2025-08-27
科创板50ETF,2508,1.55,-0.0019,-0.5314,0,2025-08-27
300ETF,2512,4.0,0.0074,0.0051,119,2025-08-27
300ETF,2512,3.814,0.0068,0.0047,119,2025-08-27
50ETF,2509,3.1,0.0039,0.0167,28,2025-08-27
科创50ETF,2509,1.2,-0.0144,-0.1404,28,2025-08-27
科创50ETF,2509,1.05,-0.0139,-0.1355,28,2025-08-27
50ETF,2603,3.5,0.0527,0.03,210,2025-08-27
科创50ETF,2509,0.95,-0.0115,-0.1121,28,2025-08-27
科创50ETF,2509,0.9,-0.0111,-0.1082,28,2025-08-27
科创50ETF,2509,0.8,-0.0109,-0.1063,28,2025-08-27
科创50ETF,2509,0.85,-0.0103,-0.1004,28,2025-08-27
科创50ETF,2509,0.75,-0.0144,-0.1404,28,2025-08-27
科创50ETF,2508,1.4,-0.005,-1.365,0,2025-08-27
科创50ETF,2508,1.55,-0.0035,-0.9555,0,2025-08-27
科创50ETF,2508,1.5,-0.007,-1.911,0,2025-08-27
科创50ETF,2508,1.25,-0.0058,-1.5834,0,2025-08-27
科创50ETF,2508,1.15,-0.0088,-2.4024,0,2025-08-27
科创50ETF,2508,1.1,-0.0067,-1.8291,0,2025-08-27
科创50ETF,2508,1.0,-0.0038,-1.0374,0,2025-08-27
科创50ETF,2508,0.9,-0.0053,-1.4469,0,2025-08-27
300ETF,2508,3.6,0.006,0.4894,0,2025-08-27
科创50ETF,2509,1.15,-0.0142,-0.1384,28,2025-08-27
科创50ETF,2508,1.35,0.0013,0.3549,0,2025-08-27
科创50ETF,2509,1.25,-0.0115,-0.1121,28,2025-08-27
科创50ETF,2512,0.8,-0.0185,-0.0424,119,2025-08-27
科创50ETF,2512,1.1,-0.0186,-0.0427,119,2025-08-27
科创50ETF,2512,1.4,-0.0135,-0.031,119,2025-08-27
科创50ETF,2512,0.9,-0.0173,-0.0397,119,2025-08-27
科创50ETF,2512,1.25,-0.0132,-0.0303,119,2025-08-27
科创50ETF,2512,1.0,-0.0177,-0.0406,119,2025-08-27
科创50ETF,2509,1.5,-0.0103,-0.1004,28,2025-08-27
科创50ETF,2509,1.55,-0.0106,-0.1033,28,2025-08-27
科创50ETF,2509,1.45,-0.0139,-0.1355,28,2025-08-27
科创50ETF,2512,1.15,-0.0173,-0.0397,119,2025-08-27
科创50ETF,2509,1.4,-0.0103,-0.1004,28,2025-08-27
科创50ETF,2509,1.35,-0.012,-0.117,28,2025-08-27
科创50ETF,2509,1.3,-0.0121,-0.118,28,2025-08-27
科创50ETF,2508,1.2,-0.0081,-2.2113,0,2025-08-27
科创50ETF,2508,1.05,-0.0058,-1.5834,0,2025-08-27
科创50ETF,2508,1.3,0.0016,0.4368,0,2025-08-27
科创50ETF,2508,0.95,-0.0052,-1.4196,0,2025-08-27
300ETF,2512,3.9,0.007,0.0048,119,2025-08-27
50ETF,2512,3.2,0.025,0.0251,119,2025-08-27
50ETF,2512,3.0,0.0228,0.0229,119,2025-08-27
50ETF,2512,2.95,0.027,0.0271,119,2025-08-27
50ETF,2512,3.3,0.0292,0.0294,119,2025-08-27
科创50ETF,2509,1.0,-0.019,-0.1852,28,2025-08-27
50ETF,2603,3.1,0.0305,0.0174,210,2025-08-27
50ETF,2512,2.75,0.0185,0.0186,119,2025-08-27
50ETF,2509,2.6,0.0083,0.0355,28,2025-08-27
50ETF,2512,2.65,0.0239,0.024,119,2025-08-27
50ETF,2512,2.7,0.024,0.0241,119,2025-08-27
50ETF,2512,2.6,0.024,0.0241,119,2025-08-27
50ETF,2509,3.4,0.0085,0.0363,28,2025-08-27
50ETF,2512,2.55,0.0237,0.0238,119,2025-08-27
50ETF,2512,2.5,0.0236,0.0237,119,2025-08-27
50ETF,2509,3.5,0.0093,0.0397,28,2025-08-27
50ETF,2509,3.3,0.002,0.0085,28,2025-08-27
50ETF,2512,3.1,0.0221,0.0222,119,2025-08-27
50ETF,2603,2.7,0.0407,0.0232,210,2025-08-27
50ETF,2512,2.9,0.025,0.0251,119,2025-08-27
50ETF,2512,3.5,0.0309,0.0311,119,2025-08-27
科创50ETF,2508,1.45,-0.0037,-1.0101,0,2025-08-27
科创50ETF,2508,0.85,-0.0053,-1.4469,0,2025-08-27
50ETF,2512,2.85,0.026,0.0261,119,2025-08-27
50ETF,2603,3.3,0.0529,0.0301,210,2025-08-27
50ETF,2512,2.8,0.0254,0.0255,119,2025-08-27
50ETF,2603,3.2,0.0479,0.0273,210,2025-08-27
50ETF,2603,2.75,0.0428,0.0244,210,2025-08-27
50ETF,2603,3.0,0.0457,0.026,210,2025-08-27
50ETF,2603,2.95,0.0445,0.0254,210,2025-08-27
50ETF,2603,2.9,0.0446,0.0254,210,2025-08-27
50ETF,2603,2.85,0.0429,0.0244,210,2025-08-27
50ETF,2603,3.4,0.0533,0.0304,210,2025-08-27
50ETF,2509,2.55,0.0079,0.0338,28,2025-08-27
50ETF,2603,2.8,0.0427,0.0243,210,2025-08-27
50ETF,2512,3.4,0.03,0.0302,119,2025-08-27
300ETF,2509,4.6,0.0003,0.0009,28,2025-08-27
科创50ETF,2512,1.2,-0.0133,-0.0305,119,2025-08-27
科创50ETF,2512,1.55,-0.0133,-0.0305,119,2025-08-27
300ETF,2509,4.3,0.0038,0.0111,28,2025-08-27
300ETF,2509,4.2,0.0077,0.0224,28,2025-08-27
300ETF,2509,4.107,0.0076,0.0221,28,2025-08-27
300ETF,2509,4.1,0.003,0.0087,28,2025-08-27
300ETF,2509,4.009,0.0071,0.0207,28,2025-08-27
300ETF,2509,4.0,0.0018,0.0052,28,2025-08-27
300ETF,2509,3.9,-0.0007,-0.002,28,2025-08-27
300ETF,2509,3.912,0.0068,0.0198,28,2025-08-27
300ETF,2509,3.814,0.0078,0.0227,28,2025-08-27
300ETF,2509,3.8,0.0077,0.0224,28,2025-08-27
300ETF,2509,3.716,0.0078,0.0227,28,2025-08-27
300ETF,2509,3.7,0.0066,0.0192,28,2025-08-27
300ETF,2509,3.618,0.0074,0.0216,28,2025-08-27
300ETF,2509,3.6,0.0067,0.0195,28,2025-08-27
300ETF,2509,3.52,0.0073,0.0213,28,2025-08-27
300ETF,2509,3.5,0.0069,0.0201,28,2025-08-27
300ETF,2509,4.205,0.0059,0.0172,28,2025-08-27
300ETF,2509,4.303,0.0065,0.0189,28,2025-08-27
科创50ETF,2512,1.5,-0.0133,-0.0305,119,2025-08-27
300ETF,2509,4.4,0.002,0.0058,28,2025-08-27
300ETF,2512,3.8,0.0067,0.0046,119,2025-08-27
300ETF,2512,3.716,0.0064,0.0044,119,2025-08-27
300ETF,2512,3.618,0.0054,0.0037,119,2025-08-27
300ETF,2512,3.7,0.0058,0.004,119,2025-08-27
300ETF,2512,3.6,0.0054,0.0037,119,2025-08-27
300ETF,2512,3.52,0.0039,0.0027,119,2025-08-27
300ETF,2512,3.5,0.0047,0.0032,119,2025-08-27
300ETF,2512,3.423,0.0037,0.0025,119,2025-08-27
300ETF,2509,4.9,0.0102,0.0297,28,2025-08-27
300ETF,2509,5.0,0.0022,0.0064,28,2025-08-27
科创板50ETF,2508,1.05,-0.0028,-0.7831,0,2025-08-27
500ETF,2509,4.9,-0.0381,-0.0714,28,2025-08-27
300ETF,2509,4.7,0.0066,0.0192,28,2025-08-27
科创50ETF,2603,1.5,-0.0068,-0.0088,210,2025-08-27
300ETF,2509,4.401,0.0062,0.0181,28,2025-08-27
300ETF,2509,3.325,0.0073,0.0213,28,2025-08-27
300ETF,2509,3.423,0.0071,0.0207,28,2025-08-27
300ETF,2509,3.227,0.007,0.0204,28,2025-08-27
300ETF,2508,5.0,0.0058,0.4731,0,2025-08-27
科创50ETF,2603,1.35,-0.0155,-0.0201,210,2025-08-27
科创50ETF,2603,1.0,-0.018,-0.0234,210,2025-08-27
科创50ETF,2603,1.3,-0.011,-0.0143,210,2025-08-27
科创50ETF,2603,1.25,-0.0124,-0.0161,210,2025-08-27
科创50ETF,2603,1.2,-0.0132,-0.0172,210,2025-08-27
科创50ETF,2512,1.05,-0.017,-0.039,119,2025-08-27
科创50ETF,2603,1.15,-0.0156,-0.0203,210,2025-08-27
科创50ETF,2603,1.1,-0.0185,-0.024,210,2025-08-27
科创50ETF,2603,1.05,-0.0174,-0.0226,210,2025-08-27
科创50ETF,2512,1.35,-0.0116,-0.0266,119,2025-08-27
科创50ETF,2512,0.95,-0.0176,-0.0404,119,2025-08-27
科创50ETF,2512,0.85,-0.0181,-0.0415,119,2025-08-27
科创50ETF,2603,0.95,-0.0184,-0.0239,210,2025-08-27
科创50ETF,2603,0.9,-0.019,-0.0247,210,2025-08-27
科创50ETF,2603,0.85,-0.0201,-0.0261,210,2025-08-27
科创50ETF,2603,1.4,-0.0094,-0.0122,210,2025-08-27
科创50ETF,2512,1.3,-0.0168,-0.0385,119,2025-08-27
科创50ETF,2509,1.1,-0.0138,-0.1345,28,2025-08-27
300ETF,2508,4.2,0.0041,0.3344,0,2025-08-27
300ETF,2508,4.7,0.0035,0.2855,0,2025-08-27
300ETF,2508,4.6,-0.0037,-0.3018,0,2025-08-27
300ETF,2508,4.4,0.0015,0.1223,0,2025-08-27
300ETF,2508,4.9,0.0056,0.4568,0,2025-08-27
300ETF,2508,4.5,-0.0035,-0.2855,0,2025-08-27
300ETF,2508,4.8,0.0053,0.4323,0,2025-08-27
300ETF,2508,4.3,0.0025,0.2039,0,2025-08-27
科创50ETF,2603,1.45,-0.0081,-0.0105,210,2025-08-27
300ETF,2508,4.1,0.0042,0.3426,0,2025-08-27
300ETF,2508,4.0,0.0044,0.3589,0,2025-08-27
300ETF,2508,3.9,0.0047,0.3834,0,2025-08-27
300ETF,2508,3.8,0.005,0.4078,0,2025-08-27
300ETF,2508,3.7,0.0055,0.4486,0,2025-08-27
科创50ETF,2603,1.55,-0.01,-0.013,210,2025-08-27
科创板50ETF,2603,1.45,-0.0042,-0.0056,210,2025-08-27
50ETF,2509,3.2,0.006,0.0256,28,2025-08-27
50ETF,2508,2.75,0.0051,0.6101,0,2025-08-27
50ETF,2509,2.75,0.0025,0.0107,28,2025-08-27
50ETF,2509,3.0,0.0033,0.0141,28,2025-08-27
50ETF,2509,2.9,0.0028,0.012,28,2025-08-27
50ETF,2509,2.85,0.0038,0.0162,28,2025-08-27
50ETF,2509,2.7,0.0022,0.0094,28,2025-08-27
50ETF,2509,2.8,0.0021,0.009,28,2025-08-27
50ETF,2509,2.65,0.0077,0.0329,28,2025-08-27
300ETF,2509,4.5,0.0009,0.0026,28,2025-08-27
50ETF,2509,2.5,0.008,0.0342,28,2025-08-27
50ETF,2508,3.5,0.0046,0.5503,0,2025-08-27
50ETF,2512,2.5,0.2704,0.2937,120,2025-08-26
50ETF,2509,3.0,0.2542,1.1426,29,2025-08-26
50ETF,2509,3.1,0.2539,1.1413,29,2025-08-26
50ETF,2509,3.2,0.2528,1.1364,29,2025-08-26
50ETF,2509,3.3,0.2517,1.1314,29,2025-08-26
50ETF,2509,3.4,0.2548,1.1453,29,2025-08-26
50ETF,2509,3.5,0.2603,1.1701,29,2025-08-26
50ETF,2509,2.7,0.2526,1.1355,29,2025-08-26
50ETF,2512,2.55,0.2764,0.3003,120,2025-08-26
50ETF,2512,2.6,0.2707,0.2941,120,2025-08-26
50ETF,2512,2.65,0.2727,0.2962,120,2025-08-26
50ETF,2512,2.7,0.2773,0.3012,120,2025-08-26
50ETF,2512,2.75,0.2668,0.2898,120,2025-08-26
50ETF,2509,2.9,0.2525,1.135,29,2025-08-26
50ETF,2509,2.6,0.2534,1.1391,29,2025-08-26
50ETF,2509,2.95,0.2531,1.1377,29,2025-08-26
50ETF,2508,2.65,0.267,34.8054,1,2025-08-26
50ETF,2509,2.85,0.2488,1.1184,29,2025-08-26
300ETF,2508,5.0,0.9961,103.879,1,2025-08-26
300ETF,2508,4.5,0.9715,101.3136,1,2025-08-26
科创50ETF,2509,1.05,0.1209,1.2681,29,2025-08-26
300ETF,2508,4.6,0.9687,101.0216,1,2025-08-26
300ETF,2508,4.7,0.9772,101.908,1,2025-08-26
300ETF,2508,4.8,0.996,103.8686,1,2025-08-26
300ETF,2508,4.9,0.9941,103.6704,1,2025-08-26
300ETF,2509,3.227,0.9922,3.568,29,2025-08-26
50ETF,2509,2.8,0.2531,1.1377,29,2025-08-26
300ETF,2509,3.325,1.0062,3.6184,29,2025-08-26
300ETF,2509,3.423,1.0005,3.5979,29,2025-08-26
50ETF,2509,2.55,0.2519,1.1323,29,2025-08-26
科创50ETF,2509,1.0,0.118,1.2376,29,2025-08-26
50ETF,2509,2.65,0.2531,1.1377,29,2025-08-26
50ETF,2509,2.75,0.2526,1.1355,29,2025-08-26
科创50ETF,2509,0.95,0.1219,1.2785,29,2025-08-26
50ETF,2508,2.85,0.2528,32.9543,1,2025-08-26
300ETF,2509,4.6,0.9752,3.5069,29,2025-08-26
科创50ETF,2508,1.15,0.1298,39.4808,1,2025-08-26
50ETF,2512,2.9,0.268,0.2911,120,2025-08-26
50ETF,2512,2.95,0.2707,0.2941,120,2025-08-26
科创50ETF,2508,0.95,0.1562,47.5108,1,2025-08-26
科创50ETF,2508,1.0,0.1277,38.8421,1,2025-08-26
科创50ETF,2508,1.05,0.126,38.325,1,2025-08-26
科创50ETF,2508,1.1,0.1248,37.96,1,2025-08-26
科创50ETF,2508,1.2,0.1289,39.2071,1,2025-08-26
50ETF,2508,2.7,0.2508,32.6936,1,2025-08-26
科创50ETF,2508,1.25,0.1306,39.7242,1,2025-08-26
科创50ETF,2508,1.3,0.1379,41.9446,1,2025-08-26
科创50ETF,2508,1.35,0.1383,42.0663,1,2025-08-26
科创50ETF,2508,1.4,0.132,40.15,1,2025-08-26
科创50ETF,2508,1.45,0.1317,40.0587,1,2025-08-26
科创50ETF,2508,1.5,0.1257,38.2337,1,2025-08-26
50ETF,2512,2.85,0.2739,0.2975,120,2025-08-26
50ETF,2512,2.8,0.2674,0.2905,120,2025-08-26
50ETF,2509,2.5,0.2522,1.1337,29,2025-08-26
50ETF,2509,2.45,0.258,1.1597,29,2025-08-26
50ETF,2509,2.4,0.2569,1.1548,29,2025-08-26
50ETF,2509,2.35,0.2568,1.1543,29,2025-08-26
50ETF,2508,3.5,0.2539,33.0977,1,2025-08-26
50ETF,2508,3.4,0.2524,32.9021,1,2025-08-26
50ETF,2508,3.3,0.2533,33.0195,1,2025-08-26
50ETF,2508,3.2,0.2486,32.4068,1,2025-08-26
50ETF,2508,3.1,0.2507,32.6805,1,2025-08-26
50ETF,2508,3.0,0.2541,33.1238,1,2025-08-26
50ETF,2508,2.95,0.2446,31.8854,1,2025-08-26
50ETF,2508,2.9,0.2523,32.8891,1,2025-08-26
300ETF,2508,4.1,0.9729,101.4596,1,2025-08-26
50ETF,2508,2.8,0.2517,32.8109,1,2025-08-26
50ETF,2508,2.75,0.2517,32.8109,1,2025-08-26
300ETF,2508,4.3,0.9723,101.397,1,2025-08-26
300ETF,2508,3.6,1.0443,108.9056,1,2025-08-26
300ETF,2508,4.0,0.9986,104.1397,1,2025-08-26
科创50ETF,2509,1.2,0.1226,1.2859,29,2025-08-26
科创50ETF,2512,1.3,0.1185,0.3004,120,2025-08-26
科创50ETF,2512,0.8,0.1175,0.2978,120,2025-08-26
科创50ETF,2512,1.2,0.1174,0.2976,120,2025-08-26
科创50ETF,2512,1.15,0.1161,0.2943,120,2025-08-26
科创50ETF,2509,1.1,0.1222,1.2817,29,2025-08-26
科创50ETF,2509,1.15,0.1227,1.2869,29,2025-08-26
科创50ETF,2509,1.25,0.1253,1.3142,29,2025-08-26
科创50ETF,2512,0.85,0.1277,0.3237,120,2025-08-26
科创50ETF,2509,1.3,0.1249,1.31,29,2025-08-26
科创50ETF,2509,1.35,0.125,1.3111,29,2025-08-26
科创50ETF,2509,1.4,0.1264,1.3257,29,2025-08-26
科创50ETF,2509,1.45,0.1253,1.3142,29,2025-08-26
科创50ETF,2509,1.5,0.1252,1.3132,29,2025-08-26
科创50ETF,2509,1.55,0.1239,1.2995,29,2025-08-26
科创50ETF,2512,1.25,0.1195,0.3029,120,2025-08-26
科创50ETF,2603,1.3,0.1198,0.1727,211,2025-08-26
科创50ETF,2603,1.25,0.1187,0.1711,211,2025-08-26
科创50ETF,2603,1.2,0.1183,0.1705,211,2025-08-26
科创50ETF,2603,1.15,0.1127,0.1625,211,2025-08-26
科创50ETF,2603,1.1,0.114,0.1643,211,2025-08-26
科创50ETF,2603,1.05,0.114,0.1643,211,2025-08-26
科创50ETF,2603,1.0,0.1184,0.1707,211,2025-08-26
科创50ETF,2603,1.35,0.1186,0.171,211,2025-08-26
科创50ETF,2603,0.9,0.1138,0.164,211,2025-08-26
科创50ETF,2603,0.85,0.1185,0.1708,211,2025-08-26
科创50ETF,2512,1.55,0.1249,0.3166,120,2025-08-26
科创50ETF,2512,1.5,0.1282,0.325,120,2025-08-26
科创50ETF,2512,1.45,0.123,0.3118,120,2025-08-26
科创50ETF,2512,1.4,0.1204,0.3052,120,2025-08-26
科创50ETF,2512,1.35,0.1189,0.3014,120,2025-08-26
科创50ETF,2603,0.95,0.1268,0.1828,211,2025-08-26
科创50ETF,2603,1.45,0.1279,0.1844,211,2025-08-26
科创50ETF,2512,0.9,0.1461,0.3703,120,2025-08-26
300ETF,2508,3.9,0.9914,103.3889,1,2025-08-26
300ETF,2509,4.401,0.9801,3.5245,29,2025-08-26
300ETF,2509,4.107,0.9775,3.5151,29,2025-08-26
300ETF,2509,4.2,0.977,3.5133,29,2025-08-26
300ETF,2509,4.205,0.9817,3.5303,29,2025-08-26
300ETF,2509,4.3,0.9786,3.5191,29,2025-08-26
300ETF,2509,4.303,0.9839,3.5382,29,2025-08-26
300ETF,2509,4.4,0.9769,3.513,29,2025-08-26
300ETF,2509,3.6,0.9998,3.5953,29,2025-08-26
科创50ETF,2512,0.95,0.1212,0.3072,120,2025-08-26
300ETF,2509,3.52,0.9911,3.5641,29,2025-08-26
300ETF,2509,3.5,0.9757,3.5087,29,2025-08-26
300ETF,2508,4.4,0.9764,101.8246,1,2025-08-26
科创50ETF,2509,0.75,0.1245,1.3058,29,2025-08-26
300ETF,2508,3.7,0.9985,104.1293,1,2025-08-26
300ETF,2508,3.8,1.0136,105.704,1,2025-08-26
300ETF,2509,4.1,0.9753,3.5072,29,2025-08-26
300ETF,2509,4.009,0.9894,3.5579,29,2025-08-26
300ETF,2509,4.0,0.9762,3.5105,29,2025-08-26
300ETF,2509,3.912,0.9759,3.5094,29,2025-08-26
300ETF,2509,3.9,0.9735,3.5008,29,2025-08-26
300ETF,2509,3.814,0.9914,3.5651,29,2025-08-26
300ETF,2509,3.8,0.9788,3.5198,29,2025-08-26
300ETF,2509,3.716,0.9819,3.531,29,2025-08-26
300ETF,2509,3.7,0.9818,3.5306,29,2025-08-26
300ETF,2509,3.618,0.9779,3.5166,29,2025-08-26
科创50ETF,2603,1.55,0.1366,0.1969,211,2025-08-26
科创50ETF,2603,1.5,0.1505,0.217,211,2025-08-26
300ETF,2508,4.2,0.9754,101.7203,1,2025-08-26
科创50ETF,2603,1.4,0.118,0.1701,211,2025-08-26
科创50ETF,2512,1.1,0.1149,0.2912,120,2025-08-26
科创50ETF,2512,1.05,0.1166,0.2955,120,2025-08-26
科创50ETF,2512,1.0,0.1142,0.2895,120,2025-08-26
科创50ETF,2508,1.55,0.1353,41.1538,1,2025-08-26
500ETF,2509,5.75,1.7044,4.1254,29,2025-08-26
500ETF,2509,6.0,1.6991,4.1125,29,2025-08-26
科创板50ETF,2509,1.45,0.1445,1.5815,29,2025-08-26
科创板50ETF,2509,1.55,0.1531,1.6756,29,2025-08-26
科创板50ETF,2512,0.85,0.1905,0.5039,120,2025-08-26
科创板50ETF,2512,1.25,0.1387,0.3669,120,2025-08-26
科创板50ETF,2512,0.9,0.1913,0.506,120,2025-08-26
科创板50ETF,2512,0.95,0.1461,0.3864,120,2025-08-26
科创板50ETF,2512,1.0,0.1326,0.3507,120,2025-08-26
科创板50ETF,2512,1.05,0.1575,0.4166,120,2025-08-26
科创板50ETF,2512,1.1,0.1431,0.3785,120,2025-08-26
科创板50ETF,2512,1.15,0.1407,0.3721,120,2025-08-26
科创板50ETF,2512,1.2,0.142,0.3756,120,2025-08-26
500ETF,2512,7.25,1.5781,0.9231,120,2025-08-26
500ETF,2512,6.75,1.5685,0.9175,120,2025-08-26
300ETF,2509,4.8,0.9779,3.5166,29,2025-08-26
300ETF,2603,4.7,1.0023,0.4954,211,2025-08-26
300ETF,2512,4.303,0.988,0.8586,120,2025-08-26
科创板50ETF,2509,1.5,0.145,1.587,29,2025-08-26
科创板50ETF,2509,1.4,0.1458,1.5957,29,2025-08-26
300ETF,2512,4.5,0.9767,0.8488,120,2025-08-26
科创板50ETF,2509,1.35,0.1458,1.5957,29,2025-08-26
科创板50ETF,2603,1.1,0.1422,0.2139,211,2025-08-26
科创板50ETF,2603,1.15,0.1603,0.2411,211,2025-08-26
科创板50ETF,2603,1.2,0.1443,0.2171,211,2025-08-26
科创板50ETF,2603,1.25,0.1502,0.2259,211,2025-08-26
科创板50ETF,2603,1.3,0.1451,0.2183,211,2025-08-26
科创板50ETF,2603,1.35,0.1354,0.2037,211,2025-08-26
科创板50ETF,2603,1.4,0.1384,0.2082,211,2025-08-26
科创板50ETF,2603,1.45,0.1586,0.2386,211,2025-08-26
科创板50ETF,2603,1.5,0.1638,0.2464,211,2025-08-26
科创板50ETF,2512,1.4,0.1444,0.3819,120,2025-08-26
科创板50ETF,2512,1.35,0.1423,0.3764,120,2025-08-26
科创板50ETF,2512,1.3,0.1414,0.374,120,2025-08-26
科创板50ETF,2512,0.8,0.1406,0.3719,120,2025-08-26
科创板50ETF,2509,1.25,0.1409,1.5421,29,2025-08-26
科创板50ETF,2509,1.3,0.1445,1.5815,29,2025-08-26
300ETF,2512,4.4,0.9771,0.8491,120,2025-08-26
300ETF,2512,4.6,0.9776,0.8496,120,2025-08-26
科创50ETF,2509,0.85,0.1384,1.4516,29,2025-08-26
300ETF,2509,5.0,0.9772,3.5141,29,2025-08-26
300ETF,2512,3.5,0.9681,0.8413,120,2025-08-26
300ETF,2512,3.52,0.9789,0.8507,120,2025-08-26
300ETF,2512,3.6,0.9689,0.842,120,2025-08-26
300ETF,2512,3.618,0.98,0.8517,120,2025-08-26
300ETF,2512,3.716,0.9807,0.8523,120,2025-08-26
300ETF,2512,4.107,0.9767,0.8488,120,2025-08-26
300ETF,2512,3.8,0.9815,0.853,120,2025-08-26
300ETF,2512,3.814,0.9949,0.8646,120,2025-08-26
300ETF,2512,3.9,0.9893,0.8597,120,2025-08-26
300ETF,2512,3.912,0.9879,0.8585,120,2025-08-26
300ETF,2512,4.0,0.975,0.8473,120,2025-08-26
300ETF,2512,4.009,0.9748,0.8471,120,2025-08-26
300ETF,2512,4.1,0.9748,0.8471,120,2025-08-26
300ETF,2603,4.6,0.9828,0.4857,211,2025-08-26
300ETF,2603,4.8,0.9897,0.4892,211,2025-08-26
300ETF,2512,3.423,0.9703,0.8432,120,2025-08-26
300ETF,2509,4.9,0.9837,3.5374,29,2025-08-26
300ETF,2512,4.7,0.9808,0.8524,120,2025-08-26
300ETF,2512,3.7,0.9807,0.8523,120,2025-08-26
300ETF,2512,4.8,0.9804,0.852,120,2025-08-26
300ETF,2512,4.9,0.9832,0.8544,120,2025-08-26
300ETF,2512,5.0,0.9848,0.8558,120,2025-08-26
300ETF,2603,3.7,1.013,0.5007,211,2025-08-26
300ETF,2603,3.8,1.0058,0.4971,211,2025-08-26
300ETF,2603,3.9,0.9798,0.4843,211,2025-08-26
300ETF,2603,4.0,1.0008,0.4946,211,2025-08-26
300ETF,2603,4.1,0.989,0.4888,211,2025-08-26
300ETF,2603,4.2,0.9746,0.4817,211,2025-08-26
300ETF,2603,4.3,0.9852,0.4869,211,2025-08-26
300ETF,2603,4.4,0.9784,0.4836,211,2025-08-26
300ETF,2603,4.5,0.9714,0.4801,211,2025-08-26
300ETF,2512,4.3,0.9788,0.8506,120,2025-08-26
300ETF,2512,4.205,0.9889,0.8594,120,2025-08-26
300ETF,2512,4.2,0.9758,0.848,120,2025-08-26
科创板50ETF,2603,1.05,0.1649,0.248,211,2025-08-26
科创板50ETF,2603,1.0,0.1546,0.2326,211,2025-08-26
科创板50ETF,2603,0.95,0.1565,0.2354,211,2025-08-26
50ETF,2603,3.0,0.2859,0.1766,211,2025-08-26
50ETF,2603,3.2,0.2919,0.1803,211,2025-08-26
50ETF,2603,3.3,0.2889,0.1785,211,2025-08-26
300ETF,2509,4.5,0.9738,3.5018,29,2025-08-26
500ETF,2512,6.25,1.5623,0.9138,120,2025-08-26
300ETF,2509,4.7,0.9763,3.5108,29,2025-08-26
科创板50ETF,2509,1.1,0.1492,1.6329,29,2025-08-26
科创板50ETF,2508,1.05,0.1499,47.577,1,2025-08-26
科创板50ETF,2508,1.1,0.153,48.5609,1,2025-08-26
科创板50ETF,2508,1.15,0.1299,41.2291,1,2025-08-26
科创板50ETF,2508,1.2,0.1509,47.8943,1,2025-08-26
